nct_id,brief_title,status,study_type,sponsor,condition,phase,enrollment,start_date
NCT02306096,Sweden Cancerome Analysis Network - Breast : Genomic Profiling of Breast Cancer,RECRUITING,OBSERVATIONAL,Lund University,Breast Neoplasms,,20000,2010-08
